ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-05-10,26167.890687102095,17639.692688080435,43804.24432330481,26167.890687102095,26167.890687102095,4871.384461397288,4871.384461397288,4871.384461397288,4863.236747103129,4863.236747103129,4863.236747103129,8.147714294158366,8.147714294158366,8.147714294158366,0.0,0.0,0.0,31039.275148499382
2010-05-11,26170.128666986442,22574.842303412315,48738.526679912684,26170.128666986442,26170.128666986442,9661.029988669607,9661.029988669607,9661.029988669607,9808.312711131943,9808.312711131943,9808.312711131943,-147.28272246233504,-147.28272246233504,-147.28272246233504,0.0,0.0,0.0,35831.15865565605
2010-05-12,26172.366646870785,17764.30230852255,44857.177731924385,26172.366646870785,26172.366646870785,4892.051450278321,4892.051450278321,4892.051450278321,5272.218302594793,5272.218302594793,5272.218302594793,-380.1668523164727,-380.1668523164727,-380.1668523164727,0.0,0.0,0.0,31064.418097149108
2010-05-13,26174.604626755136,23189.052087665357,51587.46380377051,26174.604626755136,26174.604626755136,11003.145744064748,11003.145744064748,11003.145744064748,11683.959076255023,11683.959076255023,11683.959076255023,-680.8133321902743,-680.8133321902743,-680.8133321902743,0.0,0.0,0.0,37177.750370819886
2010-05-14,26176.842606639482,15066.172629854702,41611.22433539576,26176.842606639482,26176.842606639482,2003.223892947698,2003.223892947698,2003.223892947698,3041.039122506379,3041.039122506379,3041.039122506379,-1037.815229558681,-1037.815229558681,-1037.815229558681,0.0,0.0,0.0,28180.06649958718
2010-05-15,26179.08058652383,-14460.332688878156,11813.635396769458,26179.08058652383,26179.08058652383,-27306.05988605036,-27306.05988605036,-27306.05988605036,-25867.655978151022,-25867.655978151022,-25867.655978151022,-1438.4039078993342,-1438.4039078993342,-1438.4039078993342,0.0,0.0,0.0,-1126.9792995265307
2010-05-16,26181.318566408176,1808.9615603269829,28590.6956757891,26181.318566408176,26181.318566408176,-10669.947665308466,-10669.947665308466,-10669.947665308466,-8801.109981448648,-8801.109981448648,-8801.109981448648,-1868.8376838598172,-1868.8376838598172,-1868.8376838598172,0.0,0.0,0.0,15511.37090109971
2010-05-17,26183.556546292526,15825.114640934305,41795.9376676865,26183.556546292526,26183.556546292526,2548.42310849174,2548.42310849174,2548.42310849174,4863.236747098914,4863.236747098914,4863.236747098914,-2314.813638607173,-2314.813638607173,-2314.813638607173,0.0,0.0,0.0,28731.979654784267
2010-05-18,26185.794526176873,20321.51069649306,46322.93250281086,26185.794526176873,26185.794526176873,7046.422311178129,7046.422311178129,7046.422311178129,9808.312711146225,9808.312711146225,9808.312711146225,-2761.8903999680956,-2761.8903999680956,-2761.8903999680956,0.0,0.0,0.0,33232.216837355
2010-05-19,26188.03250606122,15658.16603610561,41127.78613471001,26188.03250606122,26188.03250606122,2076.3087949882674,2076.3087949882674,2076.3087949882674,5272.218302593597,5272.218302593597,5272.218302593597,-3195.9095076053295,-3195.9095076053295,-3195.9095076053295,0.0,0.0,0.0,28264.341301049488
2010-05-20,26190.270485945566,21270.049956960287,47559.31944816028,26190.270485945566,26190.270485945566,8080.555942365321,8080.555942365321,8080.555942365321,11683.95907624963,11683.95907624963,11683.95907624963,-3603.4031338843088,-3603.4031338843088,-3603.4031338843088,0.0,0.0,0.0,34270.82642831089
2010-05-21,26192.508465829917,11571.704644925438,37568.41046811821,26192.508465829917,26192.508465829917,-930.9373282519332,-930.9373282519332,-930.9373282519332,3041.0391224925734,3041.0391224925734,3041.0391224925734,-3971.976450744506,-3971.976450744506,-3971.976450744506,0.0,0.0,0.0,25261.571137577983
2010-05-22,26194.74644571426,-16398.804254293005,9550.435769461597,26194.74644571426,26194.74644571426,-30158.3097678571,-30158.3097678571,-30158.3097678571,-25867.655978150822,-25867.655978150822,-25867.655978150822,-4290.653789706274,-4290.653789706274,-4290.653789706274,0.0,0.0,0.0,-3963.5633221428398
2010-05-23,26196.984425598606,295.5586354805833,26531.502350983523,26196.984425598606,26196.984425598606,-13351.288891463164,-13351.288891463164,-13351.288891463164,-8801.109981428424,-8801.109981428424,-8801.109981428424,-4550.178910034738,-4550.178910034738,-4550.178910034738,0.0,0.0,0.0,12845.695534135442
2010-05-24,26199.222405482957,13464.333279651162,39837.54312845846,26199.222405482957,26199.222405482957,119.97561467685635,119.97561467685635,119.97561467685635,4863.236747087927,4863.236747087927,4863.236747087927,-4743.26113241107,-4743.26113241107,-4743.26113241107,0.0,0.0,0.0,26319.198020159813
2010-05-25,26201.460385367303,18033.173451498744,44593.95849129326,26201.460385367303,26201.460385367303,4943.551944163316,4943.551944163316,4943.551944163316,9808.312711150096,9808.312711150096,9808.312711150096,-4864.76076698678,-4864.76076698678,-4864.76076698678,0.0,0.0,0.0,31145.01232953062
2010-05-26,26203.69836525165,13779.137468993878,40032.14028154879,26203.69836525165,26203.69836525165,360.40918807347174,360.40918807347174,360.40918807347174,5272.218302604981,5272.218302604981,5272.218302604981,-4911.809114531509,-4911.809114531509,-4911.809114531509,0.0,0.0,0.0,26564.10755332512
2010-05-27,26205.936345135997,20724.683461246586,46215.772999269226,26205.936345135997,26205.936345135997,6800.098785119411,6800.098785119411,6800.098785119411,11683.959076244233,11683.959076244233,11683.959076244233,-4883.860291124822,-4883.860291124822,-4883.860291124822,0.0,0.0,0.0,33006.035130255405
2010-05-28,26208.174325020347,12050.172057515758,37912.665256999644,26208.174325020347,26208.174325020347,-1741.6350387515324,-1741.6350387515324,-1741.6350387515324,3041.0391224577493,3041.0391224577493,3041.0391224577493,-4782.674161209282,-4782.674161209282,-4782.674161209282,0.0,0.0,0.0,24466.539286268813
2010-05-29,26210.412304904694,-16735.952046460687,8320.188539447365,26210.412304904694,26210.412304904694,-30479.887678164887,-30479.887678164887,-30479.887678164887,-25867.655978140367,-25867.655978140367,-25867.655978140367,-4612.231700024523,-4612.231700024523,-4612.231700024523,0.0,0.0,0.0,-4269.475373260193
2010-05-30,26212.65028478904,213.60960997942547,26278.081540929732,26212.65028478904,26212.65028478904,-13179.6960655282,-13179.6960655282,-13179.6960655282,-8801.109981459696,-8801.109981459696,-8801.109981459696,-4378.5860840685045,-4378.5860840685045,-4378.5860840685045,0.0,0.0,0.0,13032.95421926084
2010-05-31,26214.888264673387,14284.906354071649,40177.16038843164,26214.888264673387,26214.888264673387,773.582077895065,773.582077895065,773.582077895065,4863.236747100021,4863.236747100021,4863.236747100021,-4089.6546692049556,-4089.6546692049556,-4089.6546692049556,0.0,0.0,0.0,26988.470342568453
2010-06-01,26217.126243670147,19374.38542792846,44773.650614531114,26217.126243670147,26217.126243670147,6053.354005230877,6053.354005230877,6053.354005230877,9808.312711128305,9808.312711128305,9808.312711128305,-3754.958705897427,-3754.958705897427,-3754.958705897427,0.0,0.0,0.0,32270.480248901025
2010-06-02,26219.36422266691,14687.17510820393,41762.08066061368,26219.36422266691,26219.36422266691,1886.899191206337,1886.899191206337,1886.899191206337,5272.218302586428,5272.218302586428,5272.218302586428,-3385.319111380091,-3385.319111380091,-3385.319111380091,0.0,0.0,0.0,28106.263413873246
2010-06-03,26221.602201663667,21123.23468641218,48471.658902926036,26221.602201663667,26221.602201663667,8691.441249109223,8691.441249109223,8691.441249109223,11683.959076267116,11683.959076267116,11683.959076267116,-2992.5178271578943,-2992.5178271578943,-2992.5178271578943,0.0,0.0,0.0,34913.04345077289
2010-06-04,26223.84018066043,14046.706096230546,40698.084220917546,26223.84018066043,26223.84018066043,452.10391879543255,452.10391879543255,452.10391879543255,3041.0391224951354,3041.0391224951354,3041.0391224951354,-2588.935203699703,-2588.935203699703,-2588.935203699703,0.0,0.0,0.0,26675.944099455864
2010-06-05,26226.07815965719,-15813.446355674794,11416.06554813341,26226.07815965719,26226.07815965719,-28054.830425958484,-28054.830425958484,-28054.830425958484,-25867.65597814976,-25867.65597814976,-25867.65597814976,-2187.1744478087226,-2187.1744478087226,-2187.1744478087226,0.0,0.0,0.0,-1828.7522663012933
2010-06-06,26228.31613865395,1913.435015622707,29080.812690041996,26228.31613865395,26228.31613865395,-10600.794408369798,-10600.794408369798,-10600.794408369798,-8801.109981443198,-8801.109981443198,-8801.109981443198,-1799.6844269266012,-1799.6844269266012,-1799.6844269266012,0.0,0.0,0.0,15627.521730284152
2010-06-07,26230.55411765071,16567.191336807202,42714.11658141593,26230.55411765071,26230.55411765071,3424.844702977639,3424.844702977639,3424.844702977639,4863.236747112114,4863.236747112114,4863.236747112114,-1438.3920441344753,-1438.3920441344753,-1438.3920441344753,0.0,0.0,0.0,29655.39882062835
2010-06-08,26232.792096647474,21762.436222054734,48612.90476985659,26232.792096647474,26232.792096647474,8693.957728154393,8693.957728154393,8693.957728154393,9808.312711142586,9808.312711142586,9808.312711142586,-1114.354982988193,-1114.354982988193,-1114.354982988193,0.0,0.0,0.0,34926.74982480187
2010-06-09,26235.030075644234,17039.371692860463,43121.90181344587,26235.030075644234,26235.030075644234,4434.773414401895,4434.773414401895,4434.773414401895,5272.218302585227,5272.218302585227,5272.218302585227,-837.4448881833331,-837.4448881833331,-837.4448881833331,0.0,0.0,0.0,30669.803490046128
2010-06-10,26237.268054640994,24070.70113618611,50507.94764981913,26237.268054640994,26237.268054640994,11067.889054945323,11067.889054945323,11067.889054945323,11683.959076258852,11683.959076258852,11683.959076258852,-616.07002131353,-616.07002131353,-616.07002131353,0.0,0.0,0.0,37305.15710958632
2010-06-11,26239.506033637754,15592.586841474495,41448.02154757687,26239.506033637754,26239.506033637754,2584.0939786795193,2584.0939786795193,2584.0939786795193,3041.039122553542,3041.039122553542,3041.039122553542,-456.94514387402256,-456.94514387402256,-456.94514387402256,0.0,0.0,0.0,28823.600012317274
2010-06-12,26241.744012634517,-12569.430731320335,13467.575898722756,26241.744012634517,26241.744012634517,-26232.570851789707,-26232.570851789707,-26232.570851789707,-25867.655978159157,-25867.655978159157,-25867.655978159157,-364.9148736305524,-364.9148736305524,-364.9148736305524,0.0,0.0,0.0,9.1731608448099
2010-06-13,26243.981991631274,4483.986558695912,30964.682602816833,26243.981991631274,26243.981991631274,-9143.945063832418,-9143.945063832418,-9143.945063832418,-8801.109981422971,-8801.109981422971,-8801.109981422971,-342.8350824094459,-342.8350824094459,-342.8350824094459,0.0,0.0,0.0,17100.036927798858
2010-06-14,26246.219970628037,18058.554195508037,43110.32357691759,26246.219970628037,26246.219970628037,4471.721641364256,4471.721641364256,4471.721641364256,4863.2367471079,4863.2367471079,4863.2367471079,-391.51510574364374,-391.51510574364374,-391.51510574364374,0.0,0.0,0.0,30717.941611992293
2010-06-15,26248.457949624797,21951.73461424316,49367.52439806515,26248.457949624797,26248.457949624797,9298.591038443008,9298.591038443008,9298.591038443008,9808.312711146458,9808.312711146458,9808.312711146458,-509.72167270345005,-509.72167270345005,-509.72167270345005,0.0,0.0,0.0,35547.04898806781
2010-06-16,26250.69592862156,18669.105575319743,43621.918697318804,26250.69592862156,26250.69592862156,4577.974707976178,4577.974707976178,4577.974707976178,5272.218302596614,5272.218302596614,5272.218302596614,-694.2435946204357,-694.2435946204357,-694.2435946204357,0.0,0.0,0.0,30828.670636597737
2010-06-17,26252.933907618317,24580.427730158382,50215.7433434673,26252.933907618317,26252.933907618317,10743.944645495952,10743.944645495952,10743.944645495952,11683.959076253455,11683.959076253455,11683.959076253455,-940.0144307575038,-940.0144307575038,-940.0144307575038,0.0,0.0,0.0,36996.87855311427
2010-06-18,26255.17188661508,15014.632253686887,40728.29420849357,26255.17188661508,26255.17188661508,1800.7504903625977,1800.7504903625977,1800.7504903625977,3041.0391225187163,3041.0391225187163,3041.0391225187163,-1240.2886321561186,-1240.2886321561186,-1240.2886321561186,0.0,0.0,0.0,28055.92237697768
2010-06-19,26257.40986561184,-14428.479724158073,12662.71041466145,26257.40986561184,26257.40986561184,-27454.521080847357,-27454.521080847357,-27454.521080847357,-25867.655978158953,-25867.655978158953,-25867.655978158953,-1586.8651026884027,-1586.8651026884027,-1586.8651026884027,0.0,0.0,0.0,-1197.1112152355163
2010-06-20,26259.6478446086,2460.139418693198,28625.029398701445,26259.6478446086,26259.6478446086,-10771.460736597219,-10771.460736597219,-10771.460736597219,-8801.109981454241,-8801.109981454241,-8801.109981454241,-1970.3507551429764,-1970.3507551429764,-1970.3507551429764,0.0,0.0,0.0,15488.187108011381
2010-06-21,26261.88582360536,16208.570026374073,41983.46427485028,26261.88582360536,26261.88582360536,2482.78122787529,2482.78122787529,2482.78122787529,4863.236747096915,4863.236747096915,4863.236747096915,-2380.4555192216244,-2380.4555192216244,-2380.4555192216244,0.0,0.0,0.0,28744.66705148065
2010-06-22,26264.123802602124,19419.246270017604,47001.05658353432,26264.123802602124,26264.123802602124,7002.00330141752,7002.00330141752,7002.00330141752,9808.312711135077,9808.312711135077,9808.312711135077,-2806.3094097175563,-2806.3094097175563,-2806.3094097175563,0.0,0.0,0.0,33266.127104019644
2010-06-23,26266.361781598884,15296.359199793047,41297.30147647162,26266.361781598884,26266.361781598884,2035.4265923711057,2035.4265923711057,2035.4265923711057,5272.218302607997,5272.218302607997,5272.218302607997,-3236.7917102368915,-3236.7917102368915,-3236.7917102368915,0.0,0.0,0.0,28301.78837396999
2010-06-24,26268.599760328776,21531.436556555665,47553.85929664024,26268.599760328776,26268.599760328776,8023.096991459149,8023.096991459149,8023.096991459149,11683.959076276338,11683.959076276338,11683.959076276338,-3660.8620848171895,-3660.8620848171895,-3660.8620848171895,0.0,0.0,0.0,34291.696751787924
2010-06-25,26270.83773905866,11657.371047713414,38843.578551124934,26270.83773905866,26270.83773905866,-1026.8443788456643,-1026.8443788456643,-1026.8443788456643,3041.0391225561043,3041.0391225561043,3041.0391225561043,-4067.883501401768,-4067.883501401768,-4067.883501401768,0.0,0.0,0.0,25243.993360212997
2010-06-26,26273.07571778855,-18407.189688024388,8392.844789951894,26273.07571778855,26273.07571778855,-30315.583210333232,-30315.583210333232,-30315.583210333232,-25867.65597814849,-25867.65597814849,-25867.65597814849,-4447.927232184744,-4447.927232184744,-4447.927232184744,0.0,0.0,0.0,-4042.5074925446825
2010-06-27,26275.313696518435,415.5501429884506,26450.707992431184,26275.313696518435,26275.313696518435,-13593.160853545423,-13593.160853545423,-13593.160853545423,-8801.109981437743,-8801.109981437743,-8801.109981437743,-4792.05087210768,-4792.05087210768,-4792.05087210768,0.0,0.0,0.0,12682.152842973012
2010-06-28,26277.551675248324,12871.269550331597,39425.02998288413,26277.551675248324,26277.551675248324,-229.30451766705878,-229.30451766705878,-229.30451766705878,4863.236747102239,4863.236747102239,4863.236747102239,-5092.541264769297,-5092.541264769297,-5092.541264769297,0.0,0.0,0.0,26048.247157581263
2010-06-29,26279.789653978212,17183.56239053452,43232.722915840866,26279.789653978212,26279.789653978212,4465.197298000049,4465.197298000049,4465.197298000049,9808.31271114936,9808.31271114936,9808.31271114936,-5343.1154131493095,-5343.1154131493095,-5343.1154131493095,0.0,0.0,0.0,30744.986951978262
2010-06-30,26282.0276327081,13142.07950672422,39383.705136917924,26282.0276327081,26282.0276327081,-266.8555396439934,-266.8555396439934,-266.8555396439934,5272.218302589446,5272.218302589446,5272.218302589446,-5539.073842233438,-5539.073842233438,-5539.073842233438,0.0,0.0,0.0,26015.172093064106
2010-07-01,26284.26561143799,19103.38588297903,45982.19566505808,26284.26561143799,26284.26561143799,6006.556649077872,6006.556649077872,6006.556649077872,11683.959076268075,11683.959076268075,11683.959076268075,-5677.402427190203,-5677.402427190203,-5677.402427190203,0.0,0.0,0.0,32290.822260515863
2010-07-02,26286.50359016788,10293.177597570411,36658.550959647444,26286.50359016788,26286.50359016788,-2715.781232467602,-2715.781232467602,-2715.781232467602,3041.0391225423,3041.0391225423,3041.0391225423,-5756.8203550099015,-5756.8203550099015,-5756.8203550099015,0.0,0.0,0.0,23570.722357700277
2010-07-03,26288.741568897763,-17835.117662520657,7585.639768425319,26288.741568897763,26288.741568897763,-31645.429575576538,-31645.429575576538,-31645.429575576538,-25867.655978157887,-25867.655978157887,-25867.655978157887,-5777.773597418653,-5777.773597418653,-5777.773597418653,0.0,0.0,0.0,-5356.688006678774
2010-07-04,26290.979547627652,-1652.5514441908065,25004.557883068443,26290.979547627652,26290.979547627652,-14543.48496623282,-14543.48496623282,-14543.48496623282,-8801.109981421243,-8801.109981421243,-8801.109981421243,-5742.374984811578,-5742.374984811578,-5742.374984811578,0.0,0.0,0.0,11747.494581394832
2010-07-05,26293.217526357545,13088.763138229171,39197.780936785246,26293.217526357545,26293.217526357545,-791.0568846846762,-791.0568846846762,-791.0568846846762,4863.236747098023,4863.236747098023,4863.236747098023,-5654.293631782699,-5654.293631782699,-5654.293631782699,0.0,0.0,0.0,25502.16064167287
2010-07-06,26295.45550508743,17851.099051947564,43493.14450213699,26295.45550508743,26295.45550508743,4289.714687970222,4289.714687970222,4289.714687970222,9808.31271115323,9808.31271115323,9808.31271115323,-5518.598023183008,-5518.598023183008,-5518.598023183008,0.0,0.0,0.0,30585.170193057653
2010-07-07,26297.69348381732,13954.249698252008,39081.94875350336,26297.69348381732,26297.69348381732,-69.34017511574207,-69.34017511574207,-69.34017511574207,5272.218302588247,5272.218302588247,5272.218302588247,-5341.5584777039885,-5341.5584777039885,-5341.5584777039885,0.0,0.0,0.0,26228.353308701575
2010-07-08,26299.931462547207,19245.587629294285,45772.96364992987,26299.931462547207,26299.931462547207,6553.543155366415,6553.543155366415,6553.543155366415,11683.959076262678,11683.959076262678,11683.959076262678,-5130.415920896265,-5130.415920896265,-5130.415920896265,0.0,0.0,0.0,32853.47461791362
2010-07-09,26302.169441277092,10973.489756980973,36863.14595903424,26302.169441277092,26302.169441277092,-1852.0857622149044,-1852.0857622149044,-1852.0857622149044,3041.0391225284925,3041.0391225284925,3041.0391225284925,-4893.124884743397,-4893.124884743397,-4893.124884743397,0.0,0.0,0.0,24450.083679062187
2010-07-10,26304.407420006984,-17132.249722160082,9734.481445349184,26304.407420006984,26304.407420006984,-30505.73535507753,-30505.73535507753,-30505.73535507753,-25867.65597815768,-25867.65597815768,-25867.65597815768,-4638.07937691985,-4638.07937691985,-4638.07937691985,0.0,0.0,0.0,-4201.327935070545
2010-07-11,26306.645398736873,408.2573138305199,25963.319572359043,26306.645398736873,26306.645398736873,-13174.940690416,-13174.940690416,-13174.940690416,-8801.10998140102,-8801.10998140102,-8801.10998140102,-4373.830709014981,-4373.830709014981,-4373.830709014981,0.0,0.0,0.0,13131.704708320873
2010-07-12,26308.88337746676,14201.698918417473,41647.46120323938,26308.88337746676,26308.88337746676,754.4302204681782,754.4302204681782,754.4302204681782,4863.236747087039,4863.236747087039,4863.236747087039,-4108.8065266188605,-4108.8065266188605,-4108.8065266188605,0.0,0.0,0.0,27063.313597934935
2010-07-13,26311.121356196647,19210.01981665166,45158.02610554558,26311.121356196647,26311.121356196647,5957.272568433132,5957.272568433132,5957.272568433132,9808.31271114185,9808.31271114185,9808.31271114185,-3851.040142708718,-3851.040142708718,-3851.040142708718,0.0,0.0,0.0,32268.393924629778
2010-07-14,26313.359334926536,13752.378200525736,41254.79862619465,26313.359334926536,26313.359334926536,1664.2994574827292,1664.2994574827292,1664.2994574827292,5272.218302599631,5272.218302599631,5272.218302599631,-3607.918845116901,-3607.918845116901,-3607.918845116901,0.0,0.0,0.0,27977.658792409264
2010-07-15,26315.59731365642,21809.445552515586,48011.279925285395,26315.59731365642,26315.59731365642,8297.999931817016,8297.999931817016,8297.999931817016,11683.959076254416,11683.959076254416,11683.959076254416,-3385.959144437401,-3385.959144437401,-3385.959144437401,0.0,0.0,0.0,34613.59724547344
2010-07-16,26317.835291581458,13216.093880513527,38719.7314646177,26317.835291581458,26317.835291581458,-149.57685178235263,-149.57685178235263,-149.57685178235263,3041.039122493669,3041.039122493669,3041.039122493669,-3190.6159742760215,-3190.6159742760215,-3190.6159742760215,0.0,0.0,0.0,26168.258439799105
2010-07-17,26320.07326950649,-16317.75736603817,9943.604578467255,26320.07326950649,26320.07326950649,-28893.78766087803,-28893.78766087803,-28893.78766087803,-25867.65597814722,-25867.65597814722,-25867.65597814722,-3026.131682730809,-3026.131682730809,-3026.131682730809,0.0,0.0,0.0,-2573.714391371541
2010-07-18,26322.311247431524,965.5883125488359,29015.03719017262,26322.311247431524,26322.311247431524,-11696.539282176946,-11696.539282176946,-11696.539282176946,-8801.109981432288,-8801.109981432288,-8801.109981432288,-2895.4293007446568,-2895.4293007446568,-2895.4293007446568,0.0,0.0,0.0,14625.771965254578
2010-07-19,26324.549225356557,15941.131179113752,41392.28043112127,26324.549225356557,26324.549225356557,2063.183663897164,2063.183663897164,2063.183663897164,4863.236747099133,4863.236747099133,4863.236747099133,-2800.05308320197,-2800.05308320197,-2800.05308320197,0.0,0.0,0.0,28387.732889253723
2010-07-20,26326.78720328159,20560.712708327064,46961.85641013982,26326.78720328159,26326.78720328159,7068.154970731806,7068.154970731806,7068.154970731806,9808.31271113047,9808.31271113047,9808.31271113047,-2740.1577403986626,-2740.1577403986626,-2740.1577403986626,0.0,0.0,0.0,33394.9421740134
2010-07-21,26329.025181206624,15446.670108144037,42333.96097685596,26329.025181206624,26329.025181206624,2557.672141278298,2557.672141278298,2557.672141278298,5272.218302581078,5272.218302581078,5272.218302581078,-2714.54616130278,-2714.54616130278,-2714.54616130278,0.0,0.0,0.0,28886.69732248492
2010-07-22,26331.26315913166,22395.392613405256,48561.21243964454,26331.26315913166,26331.26315913166,8963.205248666693,8963.205248666693,8963.205248666693,11683.95907624615,11683.95907624615,11683.95907624615,-2720.7538275794595,-2720.7538275794595,-2720.7538275794595,0.0,0.0,0.0,35294.468407798355
2010-07-23,26333.501137056694,13067.333989380302,40350.72460790797,26333.501137056694,26333.501137056694,285.8625427220033,285.8625427220033,285.8625427220033,3041.0391225310536,3041.0391225310536,3041.0391225310536,-2755.1765798090505,-2755.1765798090505,-2755.1765798090505,0.0,0.0,0.0,26619.363679778697
2010-07-24,26335.739114981727,-14969.007824475728,11007.512101858149,26335.739114981727,26335.739114981727,-28680.892951712805,-28680.892951712805,-28680.892951712805,-25867.655978156617,-25867.655978156617,-25867.655978156617,-2813.2369735561883,-2813.2369735561883,-2813.2369735561883,0.0,0.0,0.0,-2345.1538367310786
2010-07-25,26337.977092906756,2698.219993185605,28037.953941930336,26337.977092906756,26337.977092906756,-11690.693179934517,-11690.693179934517,-11690.693179934517,-8801.109981467285,-8801.109981467285,-8801.109981467285,-2889.583198467231,-2889.583198467231,-2889.583198467231,0.0,0.0,0.0,14647.28391297224
2010-07-26,26340.215070831793,15260.577930414644,41366.045033564624,26340.215070831793,26340.215070831793,1884.9232787267765,1884.9232787267765,1884.9232787267765,4863.236747094914,4863.236747094914,4863.236747094914,-2978.313468368138,-2978.313468368138,-2978.313468368138,0.0,0.0,0.0,28225.13834955857
2010-07-27,26342.453048756826,20008.732194932047,47041.60539213511,26342.453048756826,26342.453048756826,6735.094752673389,6735.094752673389,6735.094752673389,9808.312711144754,9808.312711144754,9808.312711144754,-3073.217958471364,-3073.217958471364,-3073.217958471364,0.0,0.0,0.0,33077.54780143021
2010-07-28,26344.69102668186,14961.769088677598,41528.14876646695,26344.69102668186,26344.69102668186,2104.1885087895157,2104.1885087895157,2104.1885087895157,5272.218302579879,5272.218302579879,5272.218302579879,-3168.029793790363,-3168.029793790363,-3168.029793790363,0.0,0.0,0.0,28448.879535471377
2010-07-29,26346.929004606896,21596.0529215482,47685.286131085224,26346.929004606896,26346.929004606896,8427.28277749119,8427.28277749119,8427.28277749119,11683.959076240755,11683.959076240755,11683.959076240755,-3256.6762987495667,-3256.6762987495667,-3256.6762987495667,0.0,0.0,0.0,34774.211782098086
2010-07-30,26349.166982531926,12985.67625023771,39342.23827245867,26349.166982531926,26349.166982531926,-292.48258915001225,-292.48258915001225,-292.48258915001225,3041.0391225172507,3041.0391225172507,3041.0391225172507,-3333.521711667263,-3333.521711667263,-3333.521711667263,0.0,0.0,0.0,26056.684393381915
2010-07-31,26351.40496045696,-16116.733612064467,10397.743804729243,26351.40496045696,26351.40496045696,-29261.248827332052,-29261.248827332052,-29261.248827332052,-25867.655978166014,-25867.655978166014,-25867.655978166014,-3393.5928491660384,-3393.5928491660384,-3393.5928491660384,0.0,0.0,0.0,-2909.843866875093
2010-08-01,26353.642938381996,701.7320008569102,27609.046621800087,26353.642938381996,26353.642938381996,-12233.889747847907,-12233.889747847907,-12233.889747847907,-8801.10998144706,-8801.10998144706,-8801.10998144706,-3432.7797664008485,-3432.7797664008485,-3432.7797664008485,0.0,0.0,0.0,14119.75319053409
2010-08-02,26355.88091630703,14036.619523473328,40165.66409862739,26355.88091630703,26355.88091630703,1415.2324656951935,1415.2324656951935,1415.2324656951935,4863.23674708393,4863.23674708393,4863.23674708393,-3448.004281388736,-3448.004281388736,-3448.004281388736,0.0,0.0,0.0,27771.113382002222
2010-08-03,26358.118894232062,20139.825055777656,45848.20949371492,26358.118894232062,26358.118894232062,6370.96242117707,6370.96242117707,6370.96242117707,9808.312711148623,9808.312711148623,9808.312711148623,-3437.350289971553,-3437.350289971553,-3437.350289971553,0.0,0.0,0.0,32729.08131540913
2010-08-04,26360.356872157095,14508.709147148053,42143.27018615117,26360.356872157095,26360.356872157095,1872.067243984312,1872.067243984312,1872.067243984312,5272.218302591264,5272.218302591264,5272.218302591264,-3400.1510586069517,-3400.1510586069517,-3400.1510586069517,0.0,0.0,0.0,28232.424116141407
2010-08-05,26362.59485008213,20680.925073987608,46933.43742777043,26362.59485008213,26362.59485008213,8346.928970706696,8346.928970706696,8346.928970706696,11683.959076235358,11683.959076235358,11683.959076235358,-3337.0301055286627,-3337.0301055286627,-3337.0301055286627,0.0,0.0,0.0,34709.523820788825
2010-08-06,26364.832828007162,13345.581611037736,39820.79415736034,26364.832828007162,26364.832828007162,-208.85469906910885,-208.85469906910885,-208.85469906910885,3041.039122482424,3041.039122482424,3041.039122482424,-3249.8938215515327,-3249.8938215515327,-3249.8938215515327,0.0,0.0,0.0,26155.97812893805
2010-08-07,26367.0708059322,-15639.416652107035,10711.023075937579,26367.0708059322,26367.0708059322,-29009.53156942054,-29009.53156942054,-29009.53156942054,-25867.65597816581,-25867.65597816581,-25867.65597816581,-3141.875591254728,-3141.875591254728,-3141.875591254728,0.0,0.0,0.0,-2642.4607634883396
2010-08-08,26369.30878399301,464.18394019454695,27702.394960842426,26369.30878399301,26369.30878399301,-11818.34278343675,-11818.34278343675,-11818.34278343675,-8801.10998147833,-8801.10998147833,-8801.10998147833,-3017.2328019584215,-3017.2328019584215,-3017.2328019584215,0.0,0.0,0.0,14550.966000556258
2010-08-09,26371.54676205382,14719.367286871146,40324.86337460688,26371.54676205382,26371.54676205382,1982.037027032695,1982.037027032695,1982.037027032695,4863.236747096023,4863.236747096023,4863.236747096023,-2881.1997200633277,-2881.1997200633277,-2881.1997200633277,0.0,0.0,0.0,28353.583789086515
2010-08-10,26373.784740114625,20707.136099130174,47404.120917439875,26373.784740114625,26373.784740114625,7068.511990484227,7068.511990484227,7068.511990484227,9808.312711137243,9808.312711137243,9808.312711137243,-2739.8007206530156,-2739.8007206530156,-2739.8007206530156,0.0,0.0,0.0,33442.29673059885
2010-08-11,26376.02271817543,15346.211485582215,42192.366589385616,26376.02271817543,26376.02271817543,2672.5885741997804,2672.5885741997804,2672.5885741997804,5272.218302590066,5272.218302590066,5272.218302590066,-2599.6297283902854,-2599.6297283902854,-2599.6297283902854,0.0,0.0,0.0,29048.61129237521
